fact_id,date,location_id,aqi_value,aqi_category,pm25,pm10,no2,so2,co,o3,temperature_c,humidity_pct,wind_speed_kmph,ed_visits_respiratory,hospital_admissions_respiratory,outpatient_visits_respiratory,mortality_count_respiratory,prescriptions_issued,exceedance_flag,,
1883,25/02/2025,2,177.7,Unhealthy,101.7,174.3,26.6,13.8,3.17,61.4,22.9,43.8,10.1,124,38,282,2,456,1,,
478,22/04/2024,1,180.2,Unhealthy,103.4,172.9,35.2,14.5,4.05,56,29.3,52.6,10.6,217,67,486,4,785,1,,
3910,13/09/2024,4,80.4,Moderate,50.6,90.2,16.2,5.1,1.4,37.2,29.2,63,11.9,32,10,78,1,122,0,,
4303,11/10/2025,4,111.4,Unhealthy for Sensitive Groups,61.3,108.2,20.2,8.8,1.38,36.7,28.1,48.5,,45,12,98,1,156,0,,
2383,10/07/2023,3,32.5,Good ,17.9,28.3,2.5,2.6,0.52,78.5,32.4,81.6,2.4,27,8,61,,87,0,,
1173,18/03/2023,2,141.4,Unhealthy for Sensitive Groups,92.5,173.6,39,14.5,1.86,60.9,25,43.7,13.6,95,28,211,2,341,0,,
2360,17/06/2023,3,40,Good,25.4,47.3,11.7,2.3,0.85,36.2,32.5,79.8,13.1,29,8,62,0,105,0,,
426,01/03/2024,1,255.2,Very Unhealthy,165.2,280.7,67.6,26.1,4.39,54.2,20.8,34.8,11.3,272,84,611,5,976,1,,
2256,05/03/2023,3,103.9,Unhealthy for Sensitive Groups,65.9,119.6,29.3,4.3,1.73,36.6,20.7,39.9,14.6,48,14,113,1,176,0,,
1334,26/08/2023,2,77.8,Moderate,50.7,90,21,7.6,1.77,54.7,32,71.5,6.2,62,19,136,1,228,0,,
200,19/07/2023,1,83.4,Moderate,52.9,89.8,19.3,10.5,1.26,38.9,33.2,79.8,7.8,115,35,260,2,416,0,,
2358,15/06/2023,3,42.6,Good,30,49.9,13.8,9.4,1.44,43.3,32.6,77,11.3,30,8,67,1,114,0,,
2572,15/01/2024,3,141.6,Unhealthy for Sensitive Groups,88.5,166.1,28.6,12.1,3.55,38.7,17.4,25.4,1.8,65,20,150,1,238,0,,
1939,22/04/2025,2,98.5,Moderate,61.1,102.9,15.5,11.3,1.61,40.2,31.1,60.4,0.7,92,28,211,2,333,0,,
144,24/05/2023,1,125.7,Unhealthy for Sensitive Groups,81.1,132,22.3,8.1,1.78,45.7,34.6,79.8,15,156,47,351,3,566,0,,
4324,01/11/2025,4,113,Unhealthy for Sensitive Groups,70.5,110.3,25.9,9.8,2.19,55.1,20.1,39.9,5.6,47,16,108,1,177,0,,
250,07/09/2023,1,121.8,Unhealthy for Sensitive Groups,69.9,105.9,23.2,9,1.92,45.3,26.1,65.6,5.3,131,40,298,3,473,0,,
3892,26/08/2024,4,66.9,Moderate,35.8,60.3,10.8,7.7,0.53,43.3,30.6,72,10.2,27,9,62,0,105,0,,
1455,25/12/2023,2,189,Unhealthy,,207.8,33.4,21.4,4.41,53.4,18.5,30.6,8.8,117,35,262,2,425,1,,
3115,11/07/2025,3,32.9,Good,21.5,40.5,12.6,3.8,0.82,52.2,31.6,84.8,16.6,26,8,61,0,94,0,,
418,22/02/2024,1,318,Hazardous,200.8,323.2,85.1,28.8,7.45,62,23.3,34.3,9.2,288,88,646,6,1032,1,,
912,30/06/2025,1,92.7,Moderate,65.2,122.1,24.4,7.7,1.41,37,34.3,89.4,11.6,125,37,287,,446,0,,
3477,08/07/2023,4,41.9,Good,26.8,49.2,12.7,2.9,0.74,63.9,36.5,74.7,12.3,27,8,57,0,100,0,,
2882,20/11/2024,3,98,Moderate,60.3,107.6,21.4,6.4,2.29,49.7,17.7,33.3,4.7,52,16,122,1,193,0,,
2729,20/06/2024,3,27.2,good,21.8,37.9,11.4,3.3,0.7,51.8,29.8,78.5,8.7,26,7,53,0,95,0,,
2310,28/04/2023,3,69.3,Moderate,44.2,72.7,17.3,5.6,1.39,33.8,28.7,61.2,12.7,39,13,92,1,155,0,,
2113,13/10/2025,2,156.3,Unhealthy,89.5,138,24.2,8.4,2.14,63.7,23,48.6,12.2,85,25,196,2,,1,,
4111,02/04/2025,4,151.8,Unhealthy,,147.2,41,11.5,3.48,62.1,27.1,41.2,8.7,47,14,110,1,175,1,,
2920,28/12/2024,3,102.9,Unhealthy for Sensitive Groups,68.4,107.4,29.9,8.2,2.45,28.3,15.2,34.6,9.9,52,15,120,1,189,0,,
1289,12/07/2023,2,51,Moderate,34.1,62.6,10.4,4.8,0.88,56.5,32.9,65.8,10.5,51,16,122,1,182,0,,
4123,14/04/2025,4,137.2,Unhealthy for Sensitive Groups,73.7,133.9,29.4,11.2,2.11,46.5,30.5,62,10.6,43,12,95,1,156,0,,
913,01/07/2025,1,101.7,Unhealthy For Sensitive Groups ,65.9,124.6,21.8,9.9,2.58,36.4,33.4,80.9,2.2,112,35,258,2,412,0,,
2715,06/06/2024,3,32.1,Good,26.2,48.8,12.4,3.7,1.14,38.1,36.8,70.4,16.1,31,9,71,1,113,0,,
3224,28/10/2025,3,64.4,moderate,38.3,67.9,14.5,4.8,1.39,26.6,17.9,59.5,7,41,12,89,1,148,0,,
766,04/02/2025,1,261.4,Very Unhealthy,162.1,261.1,60.4,27.4,5.93,82.6,18.4,23.6,6.2,347,107,774,7,1240,1,,
3266,09/12/2025,3,93.1,Moderate,66.4,121.3,27.5,6,1.86,31.8,14.5,27.7,9,58,18,135,1,211,0,,
147,27/05/2023,1,130.6,Unhealthy for Sensitive Groups,71.7,132.4,20,7.9,2.56,34.9,31.4,70.2,6.6,148,45,339,3,545,0,,
1134,07/02/2023,2,174.1,Unhealthy,114.7,198,37.8,15.9,3.17,33.9,22.4,34.9,8.2,134,40,302,3,483,1,,
395,30/01/2024,1,319.8,hazardous,201.6,331.3,64.6,24.1,6.76,79.9,19.9,33.1,12.3,311,95,704,6,1115,1,,
2845,14/10/2024,3,59.2,Moderate,36.8,55.7,4.1,2.1,1.69,10.2,18.7,49.5,7.2,37,11,78,1,134,0,,
46,15/02/2023,1,276.8,Very Unhealthy,175.2,288.6,71.8,28.7,4.85,77.4,19.4,33.7,2.7,267,83,606,5,968,1,,
2594,06/02/2024,3,114.5,Unhealthy for Sensitive Groups,76.3,139.6,23.2,5.7,2.7,51.5,20.6,34.3,14,64,20,140,1,226,0,,
322,18/11/2023,1,255.9,Very Unhealthy,154.6,290.6,49.2,17.7,5.22,63.5,16.6,37.2,14.7,283,86,630,6,1016,1,,
2160,29/11/2025,2,181.9,Unhealthy,102.9,157.3,28.2,16.9,2.96,49.6,20.6,39.9,9.7,113,35,257,2,410,1,,
1958,11/05/2025,2,124,Unhealthy for Sensitive Groups,71.1,111.4,21.8,8.9,1.32,44.4,32.9,61.4,8.1,80,25,180,1,281,0,,
2734,25/06/2024,3,34.5,Good,20.5,32.2,11.3,3.9,0.49,41.9,28.4,74.5,8.6,23,6,52,,86,0,,
2428,24/08/2023,3,28.4,Good,28.4,43.2,8.9,4.8,0.82,33.1,28.1,60,,25,7,65,0,97,0,,
3507,07/08/2023,4,39.5,Good,33.5,53.9,14.7,5.8,1.04,60.3,36.7,84.4,2,25,7,57,1,88,0,,
2185,24/12/2025,2,195.4,Unhealthy,121.6,198,29.3,22,3.36,63.2,21.2,27.3,8.9,116,36,261,2,419,1,,
3123,19/07/2025,3,33.9,Good ,22.4,37.1,7.1,3.4,0.65,32.8,31.7,75,8,22,6,49,0,84,0,,
2072,02/09/2025,2,77.9,Moderate,47.8,76.4,24.2,8.4,1.4,72.4,30.2,70.2,5.9,63,18,138,1,231,0,,
4016,28/12/2024,4,166.4,Unhealthy,101.9,175.1,24,16.9,2.13,23.6,19.6,27.4,10.9,56,16,122,1,200,1,,
2365,22/06/2023,3,26.6,Good,20.3,36.9,7.4,5.3,0.58,21,33.3,77.7,15.6,28,9,65,0,109,0,,
931,19/07/2025,1,91.7,Moderate,60,102.1,27,7.9,2.26,42.4,30.4,77.3,6,122,37,275,2,444,0,,
2269,18/03/2023,3,105.3,Unhealthy for Sensitive Groups,63.5,117.8,26.2,10.3,1.49,47.1,23,43.3,12.5,49,14,112,1,182,0,,
3126,22/07/2025,3,29.9,Good,23.7,37.3,11.5,3,0.69,37.4,29.8,77.8,11.3,25,8,59,1,96,0,,
1946,29/04/2025,2,140.6,Unhealthy for Sensitive Groups,77.6,141.9,30.4,8.6,1.62,50.3,31.9,66.8,12,97,30,216,2,350,0,,
3431,23/05/2023,4,62.5,Moderate,37.1,67.6,23.1,7.1,1.66,55.9,32.4,73.5,11.8,28,9,57,1,96,0,,
4292,30/09/2025,4,92.6,Moderate,54,93.6,13.9,5.3,1.75,33.3,27.3,,8.8,33,11,75,1,123,0,,
3695,11/02/2024,4,155.8,Unhealthy,100.5,171.2,30,9.6,2.42,67.7,21.3,39,6.1,54,16,114,1,190,1,,
607,29/08/2024,1,127.3,Unhealthy for Sensitive Groups,82.4,141.1,30.8,5.3,1.83,49.6,29.4,63.9,5.8,131,41,302,3,485,0,,
75,16/03/2023,1,243.1,Very Unhealthy,152,264.6,51.4,19.6,5.06,53.5,25.1,48,11.9,229,71,516,4,832,1,,
1765,30/10/2024,2,125.5,Unhealthy for Sensitive Groups,80.9,142,27.1,5.5,2.18,38.4,25.7,44.1,6.8,93,28,213,2,343,0,,
1323,15/08/2023,2,76.2,Moderate,48.2,74.3,9.4,2.9,1.22,25.8,32.1,78,15.8,52,15,120,1,190,0,,
1577,25/04/2024,2,72.6,Moderate,54.1,102,13.8,9.4,1.52,44.6,30.7,61.3,11.1,83,25,192,2,308,0,,
2957,03/02/2025,3,117.5,Unhealthy for Sensitive Groups,72.6,118.4,27.1,6.7,2.53,49.4,19.3,33.1,15.1,47,13,103,1,172,0,,
114,24/04/2023,1,141,Unhealthy for Sensitive Groups,93.3,149.9,24.5,16.5,3.16,66.6,26.4,,10.5,201,62,456,4,730,0,,
987,13/09/2025,1,131,Unhealthy for Sensitive Groups,81.3,125.5,26.9,8.1,3.1,53.1,27.3,69.3,11.5,175,54,397,3,632,0,,
4170,31/05/2025,4,59.3,Moderate,44.1,72,23.7,5.8,1.58,60.4,33.8,72.8,8.3,29,8,70,1,112,0,,
748,17/01/2025,1,341.1,Hazardous,211.3,364.4,89.3,34,5.18,58.4,16.6,28.6,8.1,332,102,742,6,1185,1,,
1864,06/02/2025,2,171.5,Unhealthy,106,177.8,28,12.4,2.86,70.4,21.6,30.2,0.5,139,42,308,3,500,1,,
223,11/08/2023,1,98.5,Moderate,61.1,113,26.1,8,1.41,27.2,27.8,68.7,12.8,109,33,250,2,407,0,,
2567,10/01/2024,3,123.3,Unhealthy for Sensitive Groups,80.9,133.7,32.7,9.1,3.32,53.2,17.2,30.9,5.9,58,18,134,1,208,0,,
1349,10/09/2023,2,72.1,Moderate,52.2,83.3,23.2,7.5,1.95,31,31.5,67.8,3.2,72,21,175,1,273,0,,
1503,11/02/2024,2,202.5,Very Unhealthy,130.4,241.2,45.9,21.2,2.89,41.2,23.8,39.2,11.3,141,43,317,3,503,1,,
3303,15/01/2023,4,151.9,Unhealthy,96.1,145.9,33.8,16.3,2.36,38.8,20.9,,13.2,53,16,115,1,183,1,,
1666,23/07/2024,2,60.4,Moderate,28.4,51.4,6.8,4.6,0.6,29.4,36,95.7,,51,15,113,1,186,0,,
3516,16/08/2023,4,33.9,Good,35,55.1,10.8,7.8,1.4,40.1,35,78.6,8.4,27,8,62,0,101,0,,
3481,12/07/2023,4,37.9,Good,25.9,40.9,8.8,1.4,0.7,36.8,32.7,90.8,8,24,7,62,1,98,0,,
36,05/02/2023,1,307.9,Hazardous,195.8,335.9,50.9,28.7,4.47,57.9,20.9,25.3,7.7,279,85,626,5,997,1,,
831,10/04/2025,1,238.3,Very Unhealthy,144.6,250,40.9,21.9,4.84,70.5,29.8,46.2,7.3,238,73,536,5,854,1,,
2784,14/08/2024,3,59.2,Moderate,25.2,38,12.1,2,0.61,53,31.1,78,8.7,23,7,60,1,94,0,,
3365,18/03/2023,4,106.8,Unhealthy for Sensitive Groups,73.8,111.7,30.9,4.8,1.53,49.2,24.2,,10.3,49,14,106,1,174,0,,
1762,27/10/2024,2,128.9,Unhealthy for Sensitive Groups,80.6,141.6,18.8,11.6,2.55,51.8,22.8,33.8,18.8,95,28,220,2,343,0,,
348,14/12/2023,1,297.2,Very Unhealthy,,320.9,69.8,21.7,4.97,72.1,15.4,27.5,13.9,335,103,744,6,1198,1,,
168,17/06/2023,1,91.9,Moderate,64.1,106.1,25.4,5.9,2.07,44.1,32.6,77.1,10.8,130,39,296,3,476,0,,
4127,18/04/2025,4,94.3,Moderate,62.9,100.8,24.3,6.5,1.24,40.5,27.7,53.8,16.1,48,13,101,1,156,0,,
117,27/04/2023,1,175.6,Unhealthy,108.3,201,40,17.8,3.01,70.5,28.7,54.7,6,168,52,381,3,609,1,,
531,14/06/2024,1,108.9,Unhealthy for Sensitive Groups,64.1,116.2,26,4.2,1.63,40.8,34.9,75.5,17.9,134,40,301,3,479,0,,
1395,26/10/2023,2,118.8,Unhealthy for Sensitive Groups,78.8,128.1,32.4,12,2.07,62.1,23.1,48.3,10.2,105,33,242,2,,0,,
2591,03/02/2024,3,139.9,Unhealthy for Sensitive Groups,86,163.2,32.3,7.5,2.71,73.5,16.1,27,13.4,60,18,140,1,223,0,,
4095,17/03/2025,4,152.8,Unhealthy,98.1,158.3,40.2,9.3,2.94,75.1,29.2,45.7,12.4,56,17,129,1,206,1,,
1029,25/10/2025,1,229.9,Very Unhealthy,146.5,246,38.4,15.7,4.71,55.3,19.8,55,1.4,235,71,526,5,840,1,,
1642,29/06/2024,2,76,Moderate,37.7,69.1,7.5,6.3,1.21,53.3,36.3,66.6,13.3,57,16,130,1,206,0,,
2522,26/11/2023,3,120.2,Unhealthy for Sensitive Groups,69.6,119.2,25.7,6.3,2.47,55.9,15.2,36.9,6.6,47,15,109,1,177,0,,
3139,04/08/2025,3,26.1,Good,,34.3,6.6,2.9,0.42,36.5,26.9,79.6,8.4,25,7,68,0,98,0,,
2985,03/03/2025,3,125.3,Unhealthy for Sensitive Groups,73.2,138,25.3,10.7,1.47,63.8,19.6,41.9,8.2,48,15,111,1,173,0,,
3661,08/01/2024,4,174.3,Unhealthy,101.8,155.3,42.3,14.6,4.23,52.9,22.4,34.4,4.5,61,17,132,1,218,1,,
3976,18/11/2024,4,122.9,Unhealthy for Sensitive Groups,75.7,120,18.9,8.3,2.37,80.6,20.2,34.5,8.3,46,15,113,1,182,0,,
3399,21/04/2023,4,107.9,Unhealthy for Sensitive Groups,60.9,112.2,26.9,3.6,1.46,73,26.1,59.5,11.8,35,10,82,1,,0,,
4196,26/06/2025,4,63.9,Moderate,37.1,63.2,18.7,2.3,1.32,46.7,37.1,78.6,10.7,25,7,58,0,91,0,,
4081,03/03/2025,4,148.2,Unhealthy for Sensitive Groups,,153.8,38.5,20,3.09,51.8,24,49.1,14.3,54,16,120,1,186,0,,
1780,14/11/2024,2,165.1,Unhealthy,101,165.9,39.7,17.7,2.2,44.4,21.4,45,19.8,103,31,234,2,376,1,,
1026,22/10/2025,1,220.2,Very Unhealthy,137.5,221.4,49,25.3,3.12,63.7,20.8,50.6,14.8,241,75,550,5,878,1,,
3476,07/07/2023,4,38.1,Good,29.1,48.6,13.8,6.6,1.34,35.2,34,82.1,3.8,26,7,57,0,90,0,,
2976,22/02/2025,3,135.7,Unhealthy for Sensitive Groups,80.6,147.1,23.6,9,2.76,40.3,17.9,31.6,10.1,50,16,114,1,186,0,,
82,23/03/2023,1,200.7,Very Unhealthy,133.7,221.2,55.4,13.5,4.7,77.7,26.4,53.3,6.3,259,79,583,5,926,1,,
2767,28/07/2024,3,23.3,Good,21.1,38.6,0,3.5,0.63,57.9,28.8,67.9,7,23,8,59,0,91,0,,
2031,23/07/2025,2,79.1,Moderate,34.2,53.2,18.3,2.4,0.53,49.8,35.1,77.4,12.3,49,15,112,1,176,0,,
4094,16/03/2025,4,120.6,Unhealthy for Sensitive Groups,70.7,126.1,24.1,11,2.28,38.1,24.4,41,5.5,50,15,108,1,181,0,,
4175,05/06/2025,4,60.7,Moderate,39.5,71.9,18.6,5.8,1.1,62.6,36.8,74,6.9,30,9,66,1,104,0,,
1477,16/01/2024,2,186.4,Unhealthy,117.2,219.6,40.2,17.1,2.61,48.7,23.5,21.6,16.7,120,36,272,2,428,1,,
3332,13/02/2023,4,135.8,Unhealthy for Sensitive Groups,86.3,151.7,23.7,9.8,2.38,50.1,23.5,,11.5,51,15,120,1,182,0,,
2737,28/06/2024,3,38,Good,23.4,41.5,5.2,1.9,0.73,39.6,33.3,81.6,13.9,23,8,57,0,88,0,,
1478,17/01/2024,2,214.1,Very Unhealthy,,251.7,42.3,12.2,3,69.7,23.5,30.1,9.4,116,36,263,,423,1,,
3216,20/10/2025,3,93.1,Moderate,57.7,90.4,15.9,3.3,1.53,24.2,21.1,57.4,13.6,39,12,89,1,141,0,,
2484,19/10/2023,3,90.1,Moderate,55,97,11.7,10.1,1.84,51.5,21,56.4,13.6,43,12,98,1,147,0,,
3974,16/11/2024,4,123.1,Unhealthy for Sensitive Groups,76.5,143.9,21.6,15.2,1.44,48.2,19.7,38.1,10,46,14,107,1,168,0,,
4327,04/11/2025,4,122.3,Unhealthy for Sensitive Groups,76.4,127.5,24.6,11.1,2.38,68,23.6,45.9,13,44,13,93,1,159,0,,
2158,27/11/2025,2,154,Unhealthy,89.3,162.2,27.7,14.7,1.82,78.7,20.5,42.6,,119,35,274,2,431,1,,
1887,01/03/2025,2,190,Unhealthy,,191.7,37.7,19.1,3.17,49.1,26,37.4,16.1,112,35,254,2,405,1,,
1957,10/05/2025,2,76,Moderate,49.3,86.3,14,10.9,1.52,58.2,32.9,71.9,11.5,80,24,182,1,286,0,,
1630,17/06/2024,2,73.5,Moderate,45.2,67.9,20.4,2.5,1.04,44.2,36,77.9,9.6,58,18,138,1,218,0,,
3161,26/08/2025,3,41,Good,25.2,45.2,14,5.5,0.5,31.2,25.9,79.8,5.3,28,8,66,0,103,0,,
41,10/02/2023,1,302.5,hazardous,186.8,299.5,77,15.7,6.94,67.1,19.9,39.6,,268,82,602,5,957,1,,
1705,31/08/2024,2,61.8,Moderate,50.6,90.6,22,5.1,1.34,57.6,33.2,71.3,11.5,66,20,148,1,248,0,,
4159,20/05/2025,4,79.4,Moderate,48.7,81,8.7,5,1.71,38.5,34.4,68.7,9.4,30,9,69,1,114,0,,
3640,18/12/2023,4,161.1,Unhealthy,100.2,157.4,39.5,10.1,2.98,49.4,19.1,27.1,4.1,54,16,113,1,187,1,,
312,08/11/2023,1,256.9,Very Unhealthy,,234.4,55.8,13.3,5.24,69.3,20.5,50.8,14.9,256,78,570,5,914,1,,
1632,19/06/2024,2,85,Moderate,42.9,77.2,14,5.5,0.93,33.3,33.6,,6.9,59,17,136,,215,0,,
2846,15/10/2024,3,73,Moderate,50.3,93.8,10.3,7.1,1.25,49.2,20.8,55.8,8,37,12,88,1,,0,,
2068,29/08/2025,2,69.6,Moderate,43.8,68,11.1,5.6,1.49,25.7,34,58,10.6,65,20,149,1,238,0,,
1427,27/11/2023,2,150.5,Unhealthy,90.2,144.7,32,9.1,3.27,40.9,17.4,37,4.7,117,37,269,2,428,1,,
2003,25/06/2025,2,45.1,Good,,62,14,4.2,1.87,50.4,34.9,87.8,9.4,51,16,112,1,191,0,,
358,24/12/2023,1,309.8,Hazardous,189.7,320.6,64.5,30.5,4.57,49.5,18,34.3,10,331,101,740,6,1191,1,,
2409,05/08/2023,3,31.1,Good,25.9,47.1,6.9,4.5,0.9,47.5,35,76.6,9,24,8,60,0,93,0,,
1130,03/02/2023,2,226.5,Very Unhealthy,141,216.4,48.5,19.9,4.38,58.3,22.9,33.6,5.2,108,33,243,2,384,1,,
2783,13/08/2024,3,40.5,Good,25.2,44.7,6.5,4.1,0.33,24.8,29.8,68.3,,25,8,62,0,99,0,,
3211,15/10/2025,3,68,Moderate,44.3,67.9,14.7,8,1.86,57,22.3,51.7,7.6,36,12,82,1,129,0,,
1828,01/01/2025,2,172.8,Unhealthy,107.4,196.2,37.2,19.7,3.36,55.9,20.7,26,12.8,141,43,322,3,507,1,,
2441,06/09/2023,3,39.5,Good,31.1,58.7,7.1,4.1,0.71,34.4,28.9,69.4,15.8,31,9,71,1,105,0,,
129,09/05/2023,1,142.5,Unhealthy for Sensitive Groups,,132.5,28.5,6.8,2.61,48.4,31.5,75.3,14.7,177,54,401,3,640,0,,
1010,06/10/2025,1,210.9,Very Unhealthy,126.7,212,33.7,12.3,2.61,50.4,23.5,58.8,7.7,217,67,484,4,778,1,,
1814,18/12/2024,2,175.7,Unhealthy,,175.1,36.2,12.9,2.41,44.6,16.9,28.2,7.6,124,38,280,2,447,1,,
2881,19/11/2024,3,89.1,Moderate,56,91.1,15.2,8.6,1.69,70.5,17.4,40.3,9.3,49,15,109,1,184,0,,
658,19/10/2024,1,224.6,Very Unhealthy,135.2,207.1,35,20.3,3.45,57.7,21.1,60.9,7.9,233,71,526,5,836,1,,
1247,31/05/2023,2,76.2,Moderate,47.9,74.6,14.7,4.7,1.66,41.8,32,78.9,11.7,71,22,160,1,263,0,,
4260,29/08/2025,4,64.7,Moderate,,77.5,22.2,3.4,1.01,40.1,29.2,74.7,1.1,27,8,60,0,96,0,,
202,21/07/2023,1,97.3,Moderate,61.5,115.9,23.1,5.8,1.04,38.5,31.8,74.9,9.2,110,33,250,2,399,0,,
4301,09/10/2025,4,91.3,Moderate,61,110.5,29.2,7.7,2.01,21.2,24.8,62.9,11.4,42,13,95,1,150,0,,
1422,22/11/2023,2,163.7,Unhealthy,106.9,188,26.9,14.7,2.77,52.8,19.6,39.9,5.4,135,41,300,3,481,1,,
4075,25/02/2025,4,175.2,Unhealthy,108.4,187.8,38.2,6.7,3.09,41.8,18.9,45.3,8.7,51,16,115,1,,1,,
3344,25/02/2023,4,176.5,Unhealthy,103.8,155.7,38.9,16.1,2.99,49.9,25.4,36.7,0.5,48,14,112,1,171,1,,
2419,15/08/2023,3,30.2,Good,22.7,35.2,8.1,3.2,0.7,31.3,28.5,68.9,14.1,29,8,72,1,110,0,,
2924,01/01/2025,3,122.6,Unhealthy for Sensitive Groups,69.3,112.8,23.1,7.4,1.42,49.4,15.7,,6.3,55,17,130,1,203,0,,
2362,19/06/2023,3,33.6,Good,29.8,50.8,9.3,4.5,0.95,53.7,32.2,71,11.1,27,8,62,1,102,0,,
3778,04/05/2024,4,89.5,Moderate,57.4,89.1,18.2,9.3,1.73,41.1,27.6,67.7,15.2,37,12,87,1,139,0,,
594,16/08/2024,1,102.2,Unhealthy for Sensitive Groups,55.9,85.1,17.4,1.3,2,36,26.8,72.4,5.8,114,35,259,,413,0,,
971,28/08/2025,1,123.1,Unhealthy for Sensitive Groups,76.7,139.9,23,12.2,2.11,54,31.3,75.3,5.8,134,41,301,3,489,0,,
203,22/07/2023,1,81.8,Moderate,54.5,102.7,22.5,9.1,1.88,43.6,35.5,79,5.4,107,32,251,2,399,0,,
4005,17/12/2024,4,148.1,Unhealthy for Sensitive Groups,100.4,177.1,26.2,12.5,3.62,69.6,22.1,33.2,7.9,58,18,125,,199,0,,
1975,28/05/2025,2,88.8,Moderate,55,102,30.2,5.9,1.23,30.1,32.8,84.6,11,71,21,155,1,251,0,,
3180,14/09/2025,3,41.1,Good,32.1,54.9,14.3,4.5,0.86,62.3,23.6,63.9,8.5,29,9,69,1,114,0,,
4290,28/09/2025,4,77.6,Moderate,,94.2,23,8,0.87,49.5,24.5,58.1,17.1,33,10,74,1,119,0,,
3060,17/05/2025,3,36.4,Good,35.9,56.5,16,5.8,0.9,48.9,29.5,69.6,18.1,31,9,70,1,114,0,,
2890,28/11/2024,3,106.2,Unhealthy for Sensitive Groups,64.5,113.6,14.7,8.3,1.43,61.3,18.5,37.5,14.2,43,13,96,1,156,0,,
1981,03/06/2025,2,69.1,Moderate,48.6,78.6,22.6,8.6,1.38,42,32.8,70.7,16.3,53,16,123,1,195,0,,
2381,08/07/2023,3,32.9,Good,21.3,38.1,7.1,2.4,0.89,31,33,84.2,13.8,25,7,54,0,88,0,,
2487,22/10/2023,3,87.8,Moderate,57,92.3,17.1,4.8,1.56,53.9,21.8,40,13.5,46,14,104,1,158,0,,
2375,02/07/2023,3,42.5,Good,25.2,40,4.1,4.9,0.73,50.2,31.4,80.7,9.2,27,8,57,0,96,0,,
4229,29/07/2025,4,42.1,Good,31,56.5,7.6,2.6,1.02,26.8,32.9,76.3,11.3,26,8,61,0,96,0,,
3945,18/10/2024,4,133.5,Unhealthy for Sensitive Groups,76.5,143.7,21.2,8.9,2.02,61.9,23.8,46.6,13.2,36,10,82,1,129,0,,
3747,03/04/2024,4,140.1,Unhealthy for Sensitive Groups,76.1,135.3,29.9,14.3,2.08,46,29,55.3,13.6,47,14,105,1,168,0,,
1188,02/04/2023,2,144.4,Unhealthy for Sensitive Groups,83.3,154.4,23.6,13,3.24,45,28.4,38.6,,111,33,245,2,394,0,,
2343,31/05/2023,3,38,Good,28.6,49.6,4.6,3.2,0.92,47.8,31.5,79.2,8.9,34,11,78,1,127,0,,
352,18/12/2023,1,310.4,Hazardous,196.9,313.4,80.4,31.5,6.52,66.8,14.6,26,9.6,254,78,569,5,914,1,,
1756,21/10/2024,2,117.5,Unhealthy for Sensitive Groups,76.7,138.2,30.5,7.5,2.63,49.1,23.9,52.9,13.5,99,30,220,2,348,0,,
1596,14/05/2024,2,97.8,Moderate,63.1,94.7,13.9,5.1,2.82,50.7,36.4,66.2,15.3,65,20,150,1,232,0,,
43,12/02/2023,1,258.3,Very Unhealthy,161.5,274.8,57.6,20,5.94,93.7,20.5,41.1,16.5,304,94,682,6,1094,1,,
2150,19/11/2025,2,160.5,Unhealthy,98,179.4,39.4,16.4,2.85,60.4,19.4,39.3,11.4,96,29,218,2,,1,,
2495,30/10/2023,3,97.8,Moderate,62.4,93.8,23.8,7,1.99,47.5,24.2,48.5,10.9,50,14,107,1,175,0,,
2874,12/11/2024,3,93.9,Moderate,53.6,83.5,19.8,5.2,1.51,54.7,18.4,27.8,10.1,45,15,103,1,166,0,,
1274,27/06/2023,2,64.6,Moderate,41.9,79.3,16.5,3.4,0.85,42.5,35.1,72.1,10,58,18,134,1,219,0,,
2183,22/12/2025,2,191.5,Unhealthy,111.6,187.9,36.2,18.5,3.02,45,18.3,33.5,11,128,40,289,3,459,1,,
575,28/07/2024,1,96.4,Moderate,59.6,91.6,19.3,10.6,1.56,52.8,33.7,83.9,14.2,117,35,266,2,417,0,,
1921,04/04/2025,2,178.4,Unhealthy,103.6,191.8,38.5,7.9,3.91,53.4,27.4,52.9,8.8,100,30,228,2,355,1,,
4106,28/03/2025,4,145,Unhealthy for Sensitive Groups,92.1,174.2,34.6,14.9,1.83,42.6,25.3,47.5,8.2,49,14,107,1,172,0,,
857,06/05/2025,1,166.4,Unhealthy,111.3,210.9,50.3,14.3,2.4,71.5,29.6,57.5,7.8,195,60,439,4,,1,,
2177,16/12/2025,2,195.9,Unhealthy,120.3,184,46.8,17.7,4.61,36,16.5,27.3,12.8,136,41,301,3,482,1,,
2742,03/07/2024,3,19.8,Good,16.9,29.7,6.4,4.1,0.65,25.7,30.6,75.3,10.7,25,8,53,1,90,0,,
2048,09/08/2025,2,54.3,Moderate,43.1,64.7,13,3.7,1.23,38.6,35,86.4,9.6,55,16,128,1,205,0,,
1809,13/12/2024,2,162.6, Unhealthy,108.8,187,48.3,10.8,3.17,65.5,21.8,37.2,12.3,127,39,291,2,463,1,,
2621,04/03/2024,3,111.8,Unhealthy for Sensitive Groups,64.6,103.6,20.3,6.9,1.84,28.2,19.8,41.5,7.5,42,13,96,1,148,0,,
